,location,total_sqft,bath,price,bhk,encoded_loc
6954,others,780.0,2,31.0,2,230
6955,Ramagondanahalli,1910.0,3,150.0,3,187
6956,Raja Rajeshwari Nagar,1530.0,3,64.0,3,184
6957,Bhoganhalli,2439.0,5,170.0,4,43
6958,others,1088.0,2,43.5,2,230
6959,Raja Rajeshwari Nagar,1587.0,3,73.8,3,184
6960,Kaggadasapura,1045.0,2,55.0,2,118
6961,Yelahanka,1304.0,2,69.97,2,226
6962,Whitefield,1100.0,2,65.0,2,224
6963,Hennur Road,1482.0,2,68.9,3,96
6964,Devanahalli,2125.0,3,107.0,3,65
6965,others,1194.0,2,45.0,2,230
6966,Kengeri,1200.0,2,42.0,2,135
6967,others,1070.0,2,32.99,2,230
6968,Whitefield,1100.0,2,46.5,2,224
6969,Whitefield,1270.0,2,65.0,3,224
6970,others,1000.0,2,31.0,2,230
6971,Vittasandra,1246.0,2,69.0,2,223
6972,Raja Rajeshwari Nagar,1529.0,3,51.77,3,184
6973,Thanisandra,1185.0,2,42.0,2,209
6974,Gubbalala,1060.0,2,46.0,2,84
6975,Kaikondrahalli,991.0,2,64.0,2,120
6976,Thanisandra,662.0,1,38.0,1,209
6977,others,1400.0,2,78.0,3,230
6978,Talaghattapura,1575.0,3,80.0,3,208
6979,Ananth Nagar,1319.0,3,42.0,3,16
6980,Electronics City Phase 1,940.0,2,48.0,2,76
6981,Bharathi Nagar,1349.0,2,56.7,2,42
6982,HSR Layout,1844.0,3,95.0,3,89
6983,Sarjapur  Road,2275.0,4,185.0,3,194
6984,Varthur Road,1140.0,2,49.11,2,218
6985,Banashankari,1372.0,2,48.02,3,26
6986,others,1455.0,2,45.0,3,230
6987,Hebbal,1100.0,2,38.0,2,92
6988,others,1475.0,3,80.0,3,230
6989,Kudlu Gate,1850.0,3,120.0,3,148
6990,Marathahalli,1315.0,2,60.0,3,161
6991,others,1721.0,3,93.0,3,230
6992,Sonnenahalli,1059.0,2,62.0,2,204
6993,Kadubeesanahalli,1184.0,2,55.0,2,116
6994,others,1480.0,3,75.0,3,230
6995,Kodigehalli,635.0,1,28.0,2,140
6996,JP Nagar,1500.0,2,87.0,4,109
6997,Hosa Road,1143.0,2,34.2,2,101
6998,Kanakpura Road,3170.0,4,250.0,4,127
6999,Kothannur,1485.0,2,59.4,3,145
7000,Hennur,1655.0,2,70.5,3,95
7001,others,900.0,2,41.0,2,230
7002,others,1163.0,2,68.0,2,230
7003,Hennur Road,1654.0,3,97.8,3,96
7004,others,801.0,1,33.645,1,230
7005,Bellandur,1685.0,3,101.0,3,40
7006,Banashankari,1540.0,3,80.0,3,26
7007,Thanisandra,1265.0,2,72.0,2,209
7008,Kasavanhalli,1200.0,2,38.4,3,130
7009,others,1300.0,2,80.0,3,230
7010,Sultan Palaya,1009.0,2,65.0,2,206
7011,others,1540.0,3,65.0,3,230
7012,Bellandur,1735.0,3,105.0,3,40
7013,Electronic City,1142.0,2,35.0,2,74
7014,others,1215.0,2,46.8,3,230
7015,Electronic City,1070.0,2,48.0,2,74
7016,Kasavanhalli,1575.0,2,85.0,2,130
7017,Hosa Road,1360.0,2,77.61,2,101
7018,Haralur Road,1710.0,3,85.0,3,90
7019,Bannerghatta Road,2185.0,3,120.0,4,34
7020,others,2400.0,4,135.0,4,230
7021,Banashankari,1195.0,2,35.84,2,26
7022,Bannerghatta Road,1012.0,2,45.0,2,34
7023,others,998.0,2,65.0,2,230
7024,7th Phase JP Nagar,1130.0,2,85.0,2,6
7025,Karuna Nagar,1354.0,2,98.0,3,129
7026,Brookefield,1389.0,2,94.0,2,51
7027,Sarjapur,2970.0,3,130.0,4,193
7028,Kaggadasapura,1495.0,3,60.0,3,118
7029,Varthur,1738.0,2,57.35,2,217
7030,Dodda Nekkundi,1315.0,2,50.0,2,67
7031,Marathahalli,1270.0,2,73.0,2,161
7032,Electronic City Phase II,1160.0,2,52.2,2,75
7033,Raja Rajeshwari Nagar,1450.0,2,67.0,3,184
7034,Rayasandra,470.0,1,21.0,1,189
7035,others,1040.0,2,78.0,2,230
7036,others,1215.0,2,50.0,3,230
7037,Whitefield,1135.0,2,58.0,2,224
7038,8th Phase JP Nagar,1224.0,2,48.95,3,7
7039,Budigere,664.0,1,34.0,1,52
7040,Electronic City,1160.0,2,42.0,3,74
7041,Bharathi Nagar,1328.0,2,69.0,2,42
7042,others,975.0,2,45.0,2,230
7043,Malleshwaram,900.0,2,72.0,2,160
7044,others,1330.0,2,80.0,2,230
7045,Rajiv Nagar,2330.0,5,175.0,4,186
7046,Munnekollal,1222.0,3,95.0,3,164
7047,Sarjapur  Road,2100.0,3,135.0,3,194
7048,others,1320.0,2,95.0,3,230
7049,others,8000.0,5,550.0,5,230
7050,Hosur Road,2000.0,4,130.0,4,104
7051,Electronic City Phase II,1244.0,2,55.0,2,75
7052,others,1000.0,2,50.0,2,230
7053,others,1400.0,3,45.0,3,230
7054,others,1000.0,2,35.0,2,230
7055,Hebbal,2630.0,5,188.0,4,92
7056,others,1225.0,2,48.0,2,230
7057,Seegehalli,1683.0,3,80.0,3,198
7058,Yelahanka,1250.0,2,54.0,2,226
7059,Kaggalipura,1150.0,2,57.5,3,119
7060,Kaggadasapura,1654.0,3,70.0,3,118
7061,others,4500.0,3,225.0,4,230
7062,Kasavanhalli,1069.0,2,55.0,2,130
7063,Hormavu,2400.0,3,177.0,3,100
7064,7th Phase JP Nagar,1680.0,3,130.0,3,6
7065,others,2200.0,2,150.0,4,230
7066,Thanisandra,1595.0,3,105.0,3,209
7067,Hennur Road,1480.0,3,100.0,3,96
7068,Banashankari,1683.0,3,115.0,3,26
7069,Banaswadi,1340.0,2,73.0,2,31
7070,others,1100.0,3,53.0,3,230
7071,Whitefield,1185.0,2,56.0,2,224
7072,Haralur Road,1730.0,3,95.0,3,90
7073,Hennur Road,1450.0,3,88.6,3,96
7074,Sarjapur  Road,1862.0,4,110.0,3,194
7075,Old Madras Road,2430.0,5,180.0,3,177
7076,Hoodi,863.0,1,40.55,1,97
7077,others,1170.0,2,50.0,2,230
7078,others,1075.0,2,50.0,2,230
7079,Kodichikkanahalli,1060.0,2,34.0,2,138
7080,Sarjapur,850.0,2,32.0,2,193
7081,others,935.0,2,45.9,2,230
7082,Gollarapalya Hosahalli,1905.0,3,86.0,4,81
7083,Chikkabanavar,1500.0,4,105.0,4,58
7084,Bannerghatta Road,1725.0,3,85.0,3,34
7085,others,1120.0,2,36.0,2,230
7086,Brookefield,1750.0,2,75.0,3,51
7087,7th Phase JP Nagar,2000.0,3,77.0,3,6
7088,Koramangala,1745.0,3,98.0,3,144
7089,Uttarahalli,1270.0,2,55.25,3,216
7090,Iblur Village,5384.0,5,420.0,5,107
7091,Sahakara Nagar,1180.0,2,72.0,2,190
7092,others,1130.0,2,75.0,2,230
7093,Ardendale,1723.0,3,95.0,3,19
7094,Mysore Road,1175.0,2,70.5,2,166
7095,Ambalipura,1607.0,2,112.0,3,12
7096,others,1334.0,2,62.0,2,230
7097,Vishwapriya Layout,2800.0,5,130.0,5,222
7098,Bannerghatta,1113.0,2,70.0,2,33
7099,9th Phase JP Nagar,1300.0,2,58.0,3,8
7100,Sahakara Nagar,1200.0,2,60.0,2,190
7101,Whitefield,2956.0,5,234.0,4,224
7102,Panathur,1398.0,2,97.0,2,180
7103,Margondanahalli,1152.0,1,66.0,2,162
7104,Nagavara,1110.0,2,44.95,2,171
7105,Devarachikkanahalli,1116.0,2,47.0,2,66
7106,Babusapalaya,1061.0,2,33.84,2,24
7107,Yelahanka,1270.0,2,57.0,2,226
7108,others,966.0,2,50.0,2,230
7109,others,1630.0,3,131.0,3,230
7110,Amruthahalli,1202.0,2,65.0,2,14
7111,Jakkur,1300.0,2,80.0,2,110
7112,Electronic City,1360.0,2,70.0,3,74
7113,Hennur Road,1155.0,2,69.18,2,96
7114,Hulimavu,1011.0,2,38.0,2,105
7115,HSR Layout,1203.0,2,72.0,2,89
7116,Hebbal,1645.0,3,113.0,3,92
7117,Horamavu Agara,1364.0,2,50.0,3,98
7118,others,1050.0,2,41.0,1,230
7119,Kothanur,1365.0,3,66.0,3,146
7120,Jigani,1252.0,3,70.0,3,113
7121,Panathur,1065.0,2,58.0,2,180
7122,Sahakara Nagar,1032.0,2,45.0,2,190
7123,Sector 2 HSR Layout,1515.0,2,69.0,3,196
7124,others,1427.0,2,52.0,2,230
7125,Magadi Road,940.0,2,50.0,2,155
7126,Bannerghatta Road,1460.0,2,80.0,3,34
7127,Sarjapur  Road,2275.0,4,175.0,3,194
7128,9th Phase JP Nagar,1522.0,3,90.0,3,8
7129,Thanisandra,1185.0,2,42.67,2,209
7130,others,5425.0,13,275.0,13,230
7131,Banashankari,1800.0,3,125.0,3,26
7132,Electronics City Phase 1,940.0,2,44.0,2,76
7133,Marathahalli,1530.0,3,71.0,3,161
7134,others,1050.0,2,48.0,2,230
7135,Subramanyapura,929.0,2,49.0,2,205
7136,Banjara Layout,3750.0,5,145.0,4,32
7137,Whitefield,1530.0,3,75.0,3,224
7138,others,900.0,2,48.0,2,230
7139,others,978.0,2,34.22,2,230
7140,Ambalipura,770.0,1,43.82,1,12
7141,Kaval Byrasandra,1066.0,2,55.0,2,133
7142,Whitefield,1015.0,2,45.0,2,224
7143,Hebbal,1175.0,2,54.05,2,92
7144,Vidyaranyapura,1188.0,2,50.0,2,219
7145,others,620.0,1,25.0,1,230
7146,others,1210.0,2,75.0,2,230
7147,Rajaji Nagar,1500.0,2,99.0,3,185
7148,Thanisandra,1185.0,2,43.66,2,209
7149,Basavangudi,1600.0,3,130.0,3,35
7150,Yelahanka,1300.0,2,69.23,2,226
7151,Kasavanhalli,1100.0,2,68.0,2,130
7152,Ambalipura,860.0,2,28.93,2,12
7153,Panathur,1007.0,2,64.0,2,180
7154,Akshaya Nagar,1100.0,2,48.0,2,11
7155,Whitefield,1187.0,2,38.0,2,224
7156,R.T. Nagar,1150.0,2,72.0,2,182
7157,others,1180.0,2,41.94,2,230
7158,Budigere,1820.0,3,85.2,3,52
7159,KR Puram,3628.0,4,246.0,4,115
7160,others,1430.0,3,70.0,3,230
7161,others,1200.0,1,70.0,2,230
7162,Old Madras Road,1165.0,2,40.77,2,177
7163,Jalahalli,1569.0,3,118.0,3,111
7164,others,1950.0,4,95.0,3,230
7165,others,1200.0,3,70.0,2,230
7166,Yelahanka New Town,2437.0,3,125.0,3,227
7167,Marathahalli,950.0,2,46.7,2,161
7168,Bellandur,1685.0,3,115.0,3,40
7169,Green Glen Layout,3270.0,4,205.0,4,83
7170,others,1250.0,3,40.0,3,230
7171,others,1130.0,2,68.0,2,230
7172,Whitefield,2247.0,3,145.0,3,224
7173,Marathahalli,1550.0,3,85.0,3,161
7174,Hoodi,1715.0,2,100.0,3,97
7175,Hennur Road,1053.0,2,53.0,2,96
7176,Begur Road,1200.0,3,50.0,3,39
7177,Chikkabanavar,2400.0,4,97.0,5,58
7178,others,1245.0,1,60.0,2,230
7179,Whitefield,3940.0,5,265.0,4,224
7180,Thanisandra,1241.0,2,65.0,3,209
7181,others,1390.0,2,50.0,3,230
7182,Kanakpura Road,1100.0,2,52.97,3,127
7183,Koramangala,1350.0,2,103.0,2,144
7184,others,800.0,2,55.0,2,230
7185,Sarjapur  Road,1787.0,3,116.0,3,194
7186,Sarjapur  Road,1691.0,3,93.01,3,194
7187,Chikka Tirupathi,2325.0,3,95.0,3,57
7188,Akshaya Nagar,1896.0,3,102.0,3,11
7189,Banashankari Stage V,1540.0,3,48.51,3,29
7190,others,1244.0,2,95.0,2,230
7191,Hormavu,1365.0,2,65.0,3,100
7192,Thanisandra,580.0,1,27.5,1,209
7193,8th Phase JP Nagar,1513.0,2,62.0,2,7
7194,Banashankari,1175.0,2,41.13,2,26
7195,Thanisandra,2087.0,4,139.0,3,209
7196,Talaghattapura,2273.0,3,145.0,3,208
7197,Thanisandra,2050.0,3,150.0,3,209
7198,others,1200.0,2,75.0,2,230
7199,Whitefield,1190.0,2,59.0,2,224
7200,Thigalarapalya,1830.0,3,133.0,3,210
7201,Channasandra,4278.0,7,299.0,7,56
7202,Sarjapur  Road,1028.0,2,56.0,2,194
7203,Whitefield,1160.0,2,67.0,2,224
7204,Mahadevpura,1505.0,3,78.0,3,156
7205,Sarjapur,1175.0,2,41.68,2,193
7206,others,1100.0,2,57.6,2,230
7207,Devanahalli,1230.0,2,56.45,2,65
7208,others,3100.0,6,165.0,5,230
7209,Old Madras Road,5020.0,7,287.0,5,177
7210,others,1340.0,2,71.0,2,230
7211,Banashankari,1750.0,2,89.0,3,26
7212,Banashankari Stage II,1400.0,2,100.0,2,27
7213,Nagarbhavi,1350.0,3,60.0,3,169
7214,others,1675.0,3,62.0,3,230
7215,Thanisandra,1340.0,2,66.33,2,209
7216,Hulimavu,1276.0,2,76.0,2,105
7217,Ramagondanahalli,1738.0,2,76.0,3,187
7218,others,1190.0,2,59.9,2,230
7219,Electronic City,1128.0,2,65.45,2,74
7220,others,1250.0,2,55.0,2,230
7221,others,1450.0,2,90.0,2,230
7222,Kudlu,1084.0,2,53.0,2,147
7223,Kaggadasapura,2150.0,4,90.0,4,118
7224,Hosur Road,1250.0,2,65.0,2,104
7225,Begur,1304.0,3,65.0,3,38
7226,7th Phase JP Nagar,980.0,2,77.44,2,6
7227,others,1275.0,2,49.5,2,230
7228,Banjara Layout,2500.0,4,140.0,3,32
7229,others,3600.0,4,225.0,4,230
7230,Anekal,2400.0,4,95.0,3,17
7231,Kanakpura Road,1450.0,2,70.18,3,127
7232,Electronic City,890.0,2,40.0,2,74
7233,Bannerghatta Road,1340.0,2,85.0,2,34
7234,Vidyaranyapura,1100.0,2,75.0,3,219
7235,Kengeri,750.0,2,40.0,2,135
7236,Akshaya Nagar,1300.0,2,66.0,2,11
7237,others,3200.0,8,130.0,9,230
7238,others,1900.0,2,92.0,3,230
7239,Kanakpura Road,1299.0,2,105.0,2,127
7240,others,1250.0,3,40.0,3,230
7241,others,925.0,2,55.0,2,230
7242,others,3900.0,3,250.0,3,230
7243,Uttarahalli,1107.0,2,45.0,2,216
7244,Electronics City Phase 1,1300.0,2,67.0,2,76
7245,others,1715.0,3,95.0,3,230
7246,Uttarahalli,1200.0,2,55.0,2,216
7247,Marathahalli,1144.0,2,65.0,2,161
7248,Kanakpura Road,525.0,1,26.01,1,127
7249,others,1400.0,2,56.0,3,230
7250,Balagere,661.0,1,33.0,1,25
7251,Yelahanka,1705.0,3,91.0,3,226
7252,Kadugodi,1430.0,2,55.0,3,117
7253,Marathahalli,1240.0,2,55.0,2,161
7254,Uttarahalli,1330.0,2,46.45,3,216
7255,Banashankari Stage III,1500.0,2,100.0,3,28
7256,Cox Town,1073.0,2,72.0,2,62
7257,Kudlu,1300.0,2,56.0,2,147
7258,Whitefield,1216.0,2,66.88,2,224
7259,Jigani,1252.0,3,59.0,3,113
7260,Hormavu,1196.0,2,44.8,2,100
7261,others,1270.0,2,57.15,3,230
7262,Mico Layout,1171.0,2,39.0,2,163
7263,Kothannur,1215.0,2,48.6,3,145
7264,others,600.0,1,20.0,1,230
7265,Whitefield,1180.0,2,77.0,2,224
7266,Whitefield,2140.0,3,139.0,3,224
7267,Yeshwanthpur,1500.0,3,100.0,3,229
7268,Banaswadi,1008.0,2,52.0,2,31
7269,Ambedkar Nagar,1921.0,4,129.0,3,13
7270,Rajaji Nagar,1621.0,3,124.0,3,185
7271,others,1030.0,2,77.25,3,230
7272,Whitefield,1314.0,2,84.0,2,224
7273,JP Nagar,1590.0,2,85.0,3,109
7274,Shivaji Nagar,703.0,2,49.5,2,200
7275,Hosakerehalli,1795.0,3,64.62,3,102
7276,Gottigere,3000.0,3,132.0,4,82
7277,Electronic City,825.0,2,35.0,2,74
7278,others,1254.0,2,70.0,3,230
7279,Ramagondanahalli,2040.0,3,114.0,3,187
7280,others,1820.0,3,79.5,3,230
7281,Horamavu Agara,1623.0,3,89.0,3,98
7282,Electronic City,1200.0,2,40.5,2,74
7283,Gottigere,1613.0,3,72.0,3,82
7284,others,1293.0,2,80.0,2,230
7285,Kudlu Gate,940.0,2,69.57,2,148
7286,Sarjapur  Road,1181.0,2,65.0,3,194
7287,Marathahalli,1100.0,2,75.0,1,161
7288,others,1050.0,2,36.0,2,230
7289,Subramanyapura,1260.0,2,75.0,3,205
7290,others,1500.0,3,56.0,3,230
7291,others,1000.0,2,66.0,2,230
7292,Whitefield,1530.0,3,73.0,3,224
7293,others,1864.0,3,115.0,3,230
7294,Sarjapur,1575.0,3,55.0,3,193
7295,Raja Rajeshwari Nagar,945.0,2,45.0,2,184
7296,Sarjapur  Road,1691.0,3,100.0,3,194
7297,Kengeri,600.0,1,35.0,1,135
7298,Whitefield,1160.0,2,39.0,2,224
7299,others,1950.0,2,89.5,3,230
7300,others,2400.0,4,150.0,4,230
7301,Abbigere,795.0,1,32.6,2,10
7302,Kalyan nagar,2285.0,4,165.0,3,122
7303,others,1263.0,2,51.5,2,230
7304,Hennur,1345.0,2,69.0,3,95
7305,others,4400.0,5,240.0,5,230
7306,Electronic City,1360.0,2,58.0,3,74
7307,Sarjapur  Road,1026.0,2,60.55,2,194
7308,others,1050.0,2,38.0,2,230
7309,Uttarahalli,1460.0,3,76.0,3,216
7310,others,1525.0,2,91.48,3,230
7311,Koramangala,1642.0,2,115.0,3,144
7312,others,975.0,2,60.0,2,230
7313,Bisuvanahalli,1075.0,2,44.0,3,46
7314,Panathur,1210.0,2,77.93,2,180
7315,others,2000.0,3,100.0,3,230
7316,Akshaya Nagar,1225.0,2,68.0,2,11
7317,Jakkur,1290.0,2,80.04,2,110
7318,others,1220.0,2,56.0,2,230
7319,others,1500.0,2,85.0,1,230
7320,Kaggadasapura,1361.0,2,79.0,2,118
7321,1st Phase JP Nagar,1394.0,2,85.0,2,1
7322,Yelahanka,870.0,2,27.0,2,226
7323,others,5000.0,5,300.0,4,230
7324,Rajaji Nagar,1222.0,2,98.0,2,185
7325,Bellandur,1846.0,3,135.0,3,40
7326,Yeshwanthpur,1167.0,2,64.08,2,229
7327,Kannamangala,2422.0,4,135.0,4,128
7328,others,1000.0,2,50.0,2,230
7329,Kundalahalli,1260.0,2,58.0,2,150
7330,Jigani,939.0,2,39.0,2,113
7331,Jalahalli,600.0,1,37.0,1,111
7332,8th Phase JP Nagar,1298.0,2,59.0,2,7
7333,Marathahalli,1710.0,3,135.0,3,161
7334,Subramanyapura,1000.0,2,45.0,2,205
7335,Ramagondanahalli,3350.0,3,150.0,3,187
7336,others,1100.0,2,68.0,2,230
7337,Jalahalli,615.0,1,46.0,1,111
7338,Sarjapur  Road,1350.0,2,85.0,2,194
7339,Sultan Palaya,5000.0,5,325.0,4,206
7340,Hegde Nagar,1718.0,3,130.0,3,94
7341,7th Phase JP Nagar,1680.0,3,112.0,3,6
7342,Hulimavu,1500.0,2,90.0,2,105
7343,Sarjapur  Road,1157.0,2,72.0,3,194
7344,Akshaya Nagar,1179.0,2,51.0,2,11
7345,Hulimavu,1315.0,2,60.48,2,105
7346,Jalahalli East,1010.0,2,52.0,2,112
7347,Electronic City,630.0,1,46.0,1,74
7348,Kaval Byrasandra,1025.0,2,60.0,2,133
7349,Hennur Road,1195.0,2,59.0,2,96
7350,Whitefield,1012.0,2,58.0,2,224
7351,Hegde Nagar,1884.0,4,118.0,3,94
7352,Sarjapura - Attibele Road,1090.0,2,37.0,2,195
7353,Harlur,1710.0,3,85.0,3,91
7354,Uttarahalli,1500.0,3,68.0,3,216
7355,Kodichikkanahalli,1310.0,2,53.0,3,138
7356,Dommasandra,674.0,1,19.9,2,72
7357,Hoodi,1350.0,3,70.0,3,97
7358,others,1464.0,2,115.0,3,230
7359,Electronic City Phase II,1625.0,2,48.75,3,75
7360,others,1385.0,3,90.0,3,230
7361,CV Raman Nagar,1040.0,2,50.0,2,53
7362,Haralur Road,1817.0,3,110.0,3,90
7363,others,1205.0,2,47.0,2,230
7364,others,1070.0,2,33.43,2,230
7365,others,1070.0,2,52.0,2,230
7366,Amruthahalli,1340.0,2,75.0,2,14
7367,Kalena Agrahara,980.0,2,35.0,2,121
7368,8th Phase JP Nagar,1006.0,2,44.0,2,7
7369,Thanisandra,1098.0,2,71.0,2,209
7370,Mico Layout,1200.0,2,53.5,2,163
7371,Thigalarapalya,4190.0,4,325.0,4,210
7372,Sarjapur  Road,1019.0,2,62.0,2,194
7373,Whitefield,1150.0,2,40.21,2,224
7374,Anekal,1733.5,3,120.0,3,17
7375,others,1750.0,3,58.0,3,230
7376,others,1537.0,3,81.0,3,230
7377,others,1050.0,2,45.0,2,230
7378,Kanakpura Road,1452.0,3,55.6,3,127
7379,Domlur,1246.0,2,95.0,2,71
7380,Yelahanka,1890.0,4,85.0,3,226
7381,Electronic City Phase II,972.0,2,40.0,2,75
7382,Electronic City,630.0,1,33.7,1,74
7383,others,1255.0,2,60.0,3,230
7384,Doddaballapur,2440.0,3,142.0,3,68
7385,Kanakpura Road,1938.0,3,92.69,3,127
7386,Bannerghatta Road,1711.0,3,125.0,3,34
7387,CV Raman Nagar,1392.0,2,95.0,2,53
7388,Haralur Road,1225.0,2,77.0,2,90
7389,Sarjapur  Road,3418.0,3,235.0,4,194
7390,Green Glen Layout,1750.0,3,120.0,3,83
7391,Subramanyapura,1260.0,2,80.0,3,205
7392,Sarjapur  Road,691.0,1,31.1,1,194
7393,Haralur Road,1285.0,2,78.0,2,90
7394,Hebbal,1590.0,3,96.0,3,92
7395,9th Phase JP Nagar,1571.0,3,65.0,3,8
7396,Hebbal Kempapura,2800.0,5,220.0,5,93
7397,Garudachar Palya,1060.0,2,48.66,2,79
7398,others,2400.0,2,185.0,3,230
7399,Bannerghatta Road,1520.0,2,81.0,3,34
7400,Kanakpura Road,1530.0,0,70.99,3,127
7401,others,1170.0,2,45.51,2,230
7402,OMBR Layout,1580.0,3,75.0,3,175
7403,Ardendale,1777.26,3,89.0,3,19
7404,Raja Rajeshwari Nagar,1303.0,2,55.78,2,184
7405,Kodichikkanahalli,1680.0,2,59.0,2,138
7406,Whitefield,1495.0,2,70.0,3,224
7407,Yelahanka,1835.0,3,108.0,3,226
7408,others,1080.0,2,38.0,2,230
7409,Haralur Road,1225.0,2,67.48,2,90
7410,Balagere,656.0,1,34.77,1,25
7411,Sarjapur  Road,994.0,2,45.0,2,194
7412,others,1025.0,2,65.0,2,230
7413,Marathahalli,1156.0,2,52.0,2,161
7414,JP Nagar,1250.0,2,60.0,2,109
7415,Kundalahalli,3092.0,4,230.0,4,150
7416,Hegde Nagar,1930.0,4,122.0,3,94
7417,others,1020.0,2,70.0,2,230
7418,Kumaraswami Layout,1310.0,2,70.0,3,149
7419,Jalahalli,612.5,1,27.565,1,111
7420,Kanakpura Road,1322.0,2,70.0,2,127
7421,Kothanur,1160.0,2,57.0,2,146
7422,5th Block Hbr Layout,1100.0,2,48.0,2,3
7423,Chikkalasandra,1090.0,2,47.42,2,59
7424,KR Puram,2000.0,2,75.0,2,115
7425,others,1155.0,2,69.0,2,230
7426,Vishveshwarya Layout,4000.0,6,230.0,6,221
7427,Sarjapur  Road,3913.0,5,176.0,4,194
7428,JP Nagar,1125.0,2,39.98,2,109
7429,Yelahanka,1847.0,3,92.0,3,226
7430,7th Phase JP Nagar,1515.0,2,76.0,3,6
7431,Raja Rajeshwari Nagar,3450.0,7,225.0,8,184
7432,Yelahanka,2500.0,3,120.0,5,226
7433,Sarjapur  Road,1130.0,2,55.0,2,194
7434,Bellandur,1049.0,2,51.0,2,40
7435,Amruthahalli,2650.0,4,175.0,3,14
7436,Varthur Road,850.0,2,25.4,2,218
7437,Jakkur,1282.0,2,72.0,2,110
7438,Kalena Agrahara,800.0,2,40.0,2,121
7439,Magadi Road,1318.0,2,68.0,3,155
7440,Kanakpura Road,1698.0,2,105.0,2,127
7441,others,1555.0,2,67.0,3,230
7442,Sarjapur  Road,1881.0,3,145.0,3,194
7443,Yelahanka,1890.0,3,109.0,3,226
7444,Old Madras Road,935.0,2,32.0,2,177
7445,Cox Town,1000.0,2,58.0,2,62
7446,Singasandra,1510.0,3,75.0,3,201
7447,Uttarahalli,1120.0,2,50.0,2,216
7448,Talaghattapura,1175.0,2,62.0,2,208
7449,Bellandur,1350.0,2,63.0,3,40
7450,others,2180.0,4,115.0,4,230
7451,Kasavanhalli,1715.0,3,112.0,3,130
7452,Hebbal,1072.0,2,45.0,2,92
7453,Panathur,1230.0,2,80.0,2,180
7454,Murugeshpalya,1600.0,2,65.0,3,165
7455,Thanisandra,1411.0,3,93.25,3,209
7456,Rayasandra,3600.0,5,145.0,5,189
7457,Jalahalli,2404.0,3,138.0,3,111
7458,Doddathoguru,1208.0,3,45.0,3,70
7459,Haralur Road,1225.0,2,69.84,2,90
7460,Hebbal,1162.0,2,69.0,2,92
7461,Thanisandra,1262.0,2,65.0,3,209
7462,others,1050.0,2,35.0,2,230
7463,Channasandra,1500.0,3,61.95,3,56
7464,others,1610.0,3,85.0,3,230
7465,Whitefield,1340.0,2,41.0,2,224
7466,Sarjapur  Road,2275.0,4,182.0,3,194
7467,others,3150.0,3,135.0,4,230
7468,Hosa Road,1170.0,2,65.0,2,101
7469,Channasandra,1800.0,3,60.0,3,56
7470,Banashankari Stage VI,1423.0,2,71.73,3,30
7471,Kaggadasapura,1106.0,2,40.0,2,118
7472,others,1255.0,2,56.7,2,230
7473,Babusapalaya,1061.0,2,38.95,2,24
7474,Domlur,2100.0,3,145.0,3,71
7475,others,907.0,2,55.43,2,230
7476,Hennur Road,2047.0,3,67.55,3,96
7477,others,2597.0,4,189.0,4,230
7478,Bellandur,1211.0,2,63.0,2,40
7479,Hennur Road,1904.0,3,129.0,3,96
7480,Balagere,1205.0,2,73.87,2,25
7481,Yeshwanthpur,1164.0,2,64.08,2,229
7482,others,1410.0,2,73.0,2,230
7483,others,1150.0,2,42.0,2,230
7484,others,1170.0,2,53.11,2,230
7485,Hennur,1420.0,2,62.0,2,95
7486,Panathur,1125.0,2,45.0,2,180
7487,NRI Layout,1789.0,3,75.0,3,168
7488,Hulimavu,1021.0,2,76.0,2,105
7489,Kalena Agrahara,1222.0,2,48.0,2,121
7490,Hennur Road,1981.0,3,134.0,3,96
7491,Yelachenahalli,1103.0,2,55.0,2,225
7492,others,1201.0,2,65.0,2,230
7493,Sarjapur  Road,970.0,2,36.0,2,194
7494,Sarjapur,920.0,2,33.0,2,193
7495,Yeshwanthpur,1520.0,3,85.0,3,229
7496,Sonnenahalli,1268.0,2,75.0,3,204
7497,others,660.0,1,30.0,1,230
7498,Harlur,1755.0,3,115.0,3,91
7499,Hoskote,945.0,2,35.0,2,103
7500,8th Phase JP Nagar,500.0,1,33.0,1,7
7501,Harlur,2820.0,4,153.5,4,91
7502,Rachenahalli,1167.0,2,37.5,2,183
7503,Domlur,1276.0,2,80.0,2,71
7504,Thanisandra,1234.0,2,51.0,2,209
7505,ISRO Layout,1370.0,2,87.0,3,106
7506,Electronic City,1400.0,3,90.0,3,74
7507,others,1050.0,2,40.0,2,230
7508,Ramagondanahalli,1251.0,2,46.0,2,187
7509,Yeshwanthpur,1677.0,3,92.13,3,229
7510,Sarjapur  Road,1346.0,2,67.38,2,194
7511,Kanakapura,1290.0,2,51.1,3,126
7512,Garudachar Palya,1150.0,2,52.0,2,79
7513,others,950.0,2,65.0,2,230
7514,Ramamurthy Nagar,1050.0,2,51.66,2,188
7515,Hoodi,1660.0,3,131.0,3,97
7516,Nagavarapalya,1134.0,2,55.0,2,172
7517,Hebbal,1100.0,2,60.0,2,92
7518,others,980.0,3,80.0,3,230
7519,others,1080.0,2,37.8,2,230
7520,CV Raman Nagar,705.0,2,50.0,1,53
7521,others,1200.0,2,35.0,3,230
7522,Anandapura,1200.0,2,50.0,2,15
7523,Talaghattapura,1804.0,3,127.0,3,208
